Hawaii Nonprofit Name,EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
PACIFIC ISLANDS PRIMARY CARE ASSOCIATION,202027791,PACIFIC ISLANDS PRIMARY CARE ASSOCIATION,% CLIFFORD CHANG,737 BISHOP STREET 2075,HONOLULU,HI,96813-0000,0.0,3.0,3.0,1000.0,200508.0,1.0,15.0,0.0,1.0,1.0,202306.0,4.0,5.0,1.0,0.0,6.0,132305.0,777554.0,777554.0,E80,
PACIFIC QUEST FOUNDATION,474174802,PACIFIC QUEST FOUNDATION,% MIKE MCKINNEY,301 KALANIANAOLE ST,HILO,HI,96720-4740,0.0,3.0,3.0,2000.0,201603.0,1.0,15.0,0.0,1.0,1.0,202312.0,1.0,1.0,2.0,0.0,12.0,4964.0,5230.0,5230.0,F11,
PACIFIC RAINBOW FOUNDATION,201965878,PACIFIC RAINBOW FOUNDATION,% ELLIOT H LODEN,1060 YOUNG ST STE 327,HONOLULU,HI,96814-1609,0.0,3.0,3.0,1000.0,200512.0,1.0,4.0,0.0,2.0,1.0,202412.0,5.0,3.0,0.0,1.0,12.0,895748.0,63065.0,,T22,
PACIFIC SCIENCE INSTITUTE,352520744,PACIFIC SCIENCE INSTITUTE,% KEITH POWERS,188 HANALANI ST,MAKAWAO,HI,96768-8416,0.0,3.0,3.0,1000.0,201510.0,1.0,15.0,0.0,1.0,1.0,202312.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,H20,
PADDLING FOR HOPE,810776133,PADDLING FOR HOPE,,16-566 KEAAU PAHOA RD STE 188-367,KEAAU,HI,96749-8137,0.0,3.0,3.0,1200.0,201602.0,1.0,15.0,0.0,1.0,1.0,202312.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,G99,
PAINTING INDUSTRY OF HAWAII RESERVE BENEFIT FUND,870696316,PAINTING INDUSTRY OF HAWAII RESERVE BENEFIT FUND,% BOARD OF TRUSTEES,560 N NIMITZ HWY STE 209,HONOLULU,HI,96817-5328,0.0,9.0,3.0,1000.0,200311.0,2.0,0.0,0.0,2.0,1.0,202406.0,7.0,8.0,1.0,0.0,6.0,9685972.0,11099991.0,1031591.0,Y43,
PALI MOMI MEDICAL CENTER,990274038,PALI MOMI MEDICAL CENTER,% ANN HO,55 MERCHANT STREET 24TH FLOOR,HONOLULU,HI,96813-4333,5834.0,3.0,9.0,1000.0,201101.0,1.0,12.0,0.0,1.0,1.0,200806.0,9.0,9.0,1.0,0.0,6.0,,,,E21,PALI MOMI MEDICAL CENTER
PAMCAH UA LOCAL 675 HEALTH & WELFARE FUND,996009435,PAMCAH UA LOCAL 675 HEALTH & WELFARE FUND,,1109 BETHEL ST STE 403,HONOLULU,HI,96813-2218,0.0,9.0,3.0,1000.0,196903.0,2.0,0.0,265000000.0,2.0,1.0,202307.0,9.0,8.0,1.0,0.0,7.0,,,,,
PAN-PACIFIC SURGICAL ASSOCIATION,990052035,PAN-PACIFIC SURGICAL ASSOCIATION,% THOMAS KOSASA,1319 PUNAHOU ST STE 1040,HONOLULU,HI,96826-1081,0.0,3.0,3.0,2800.0,195610.0,1.0,16.0,65207059.0,5.0,1.0,202406.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,,
PAPA OLA LOKAHI,990273765,PAPA OLA LOKAHI,,677 ALA MOANA BLVD STE 720,HONOLULU,HI,96813-5404,0.0,3.0,3.0,1000.0,199602.0,1.0,15.0,320000000.0,1.0,1.0,202406.0,7.0,8.0,1.0,0.0,6.0,5709270.0,12160541.0,12160541.0,Z99Z,
PARAGENIUS FOUNDATION,883080649,PARAGENIUS FOUNDATION,% CAROLYN DEAN,52 KAINUI LOOP,KIHEI,HI,96753-6513,0.0,3.0,3.0,1000.0,202302.0,1.0,15.0,0.0,1.0,1.0,202412.0,4.0,4.0,1.0,0.0,12.0,221763.0,220157.0,220157.0,K20,
PARENTS AND CHILDREN TOGETHER,990119678,PARENTS AND CHILDREN TOGETHER,,1300 HALONA ST,HONOLULU,HI,96817-2796,0.0,3.0,3.0,2100.0,197203.0,1.0,15.0,59000000.0,1.0,1.0,202406.0,8.0,8.0,1.0,0.0,6.0,19756852.0,30941020.0,30872571.0,E70Z,
PARTNERS IN NATURAL HEALTH INC,825006666,PARTNERS IN NATURAL HEALTH INC,,44-005 AUMOANA PL,KANEOHE,HI,96744-2604,0.0,3.0,3.0,1000.0,201804.0,1.0,15.0,0.0,1.0,1.0,202312.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,E50,
PATH CLINIC,800217549,PATH CLINIC,% RENEE SCHUETTER,845 22ND AVE,HONOLULU,HI,96816-4521,0.0,3.0,0.0,1000.0,200903.0,1.0,15.0,0.0,1.0,1.0,,3.0,4.0,0.0,0.0,12.0,,,,F20,
PAUL AND IRENE BUEHNER FOUNDATION,260272154,PAUL AND IRENE BUEHNER FOUNDATION,% JAY B BELL,50 PUU ANOANO ST APT 1201,LAHAINA,HI,96761-1956,0.0,3.0,3.0,1000.0,200807.0,1.0,4.0,0.0,1.0,1.0,202405.0,4.0,3.0,0.0,1.0,5.0,256527.0,55238.0,,T22,
PEDIATRIC EQUIPMENT OF THE PACIFIC,823175182,PEDIATRIC EQUIPMENT OF THE PACIFIC,% DAVID PETERSON,28 MANO DR,KULA,HI,96790-8526,0.0,3.0,3.0,1000.0,201804.0,1.0,15.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,E50,
PHILIPPINE MEDICAL ASSOCIATION OFHAWAII FOUNDATION,204287014,PHILIPPINE MEDICAL ASSOCIATION OFHAWAII FOUNDATION,% HAZEL ABINSAY,PO BOX 1294,PEARL CITY,HI,96782-8294,0.0,3.0,3.0,2000.0,200706.0,1.0,15.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,B82,
PHILIPPINE NURSES ASSOCIATION OF AMERICA - BIG ISLAND WEST CHAPTER,853107306,PHILIPPINE NURSES ASSOCIATION OF AMERICA - BIG ISLAND WEST CHAPTER,% MARIA MUNDELL,67-1242 KULUMANU ST,KAMUELA,HI,96743-7510,0.0,3.0,3.0,1200.0,202012.0,1.0,16.0,0.0,1.0,1.0,202502.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,E03,PNA - BIG ISLAND WEST
PHILIPPINE NURSES ASSOCIATION OF HAWAII,460725826,PHILIPPINE NURSES ASSOCIATION OF HAWAII,,PO BOX 1770,PEARL CITY,HI,96782-8770,0.0,3.0,3.0,1200.0,201609.0,1.0,16.0,0.0,1.0,1.0,202312.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,E03,
PICKLEBALL ASSOCIATION KAUAI,863881479,PICKLEBALL ASSOCIATION KAUAI,,2772 AHEAHE ST,LIHUE,HI,96766-1604,0.0,3.0,3.0,1000.0,202109.0,1.0,15.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,N32,
PIHA WELLNESS AND HEALING,933674097,PIHA WELLNESS AND HEALING,,56 CENTRAL AVE,WAILUKU,HI,96793-1725,0.0,3.0,3.0,1000.0,202404.0,1.0,15.0,0.0,1.0,1.0,202406.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,F99,
PMAH OHANA MEDICAL MISSIONS INC,270865868,PMAH OHANA MEDICAL MISSIONS INC,,PO BOX 1294,PEARL CITY,HI,96782-8294,0.0,3.0,3.0,1000.0,201002.0,1.0,15.0,0.0,1.0,1.0,202312.0,3.0,4.0,1.0,0.0,12.0,56542.0,160353.0,160353.0,E70,PMAH OMM
PO AILANI,990185750,PO AILANI,,45-567 PAHIA RD,KANEOHE,HI,96744-3318,0.0,3.0,3.0,1000.0,198310.0,1.0,15.0,166000000.0,1.0,1.0,202312.0,6.0,6.0,1.0,0.0,12.0,4220215.0,4267708.0,4267708.0,,
PONO ACADEMY,841766144,PONO ACADEMY,% DEANNA SALZER,893 MIDDLE RD,KULA,HI,96790-7514,0.0,3.0,3.0,1200.0,201910.0,1.0,16.0,0.0,1.0,1.0,202312.0,1.0,3.0,1.0,0.0,12.0,1.0,95630.0,95630.0,B20,
PONO FOUNDATION ORG,991629746,PONO FOUNDATION ORG,,425 ENA RD PH 6B,HONOLULU,HI,96815-1712,0.0,3.0,3.0,1000.0,202405.0,1.0,15.0,0.0,1.0,1.0,,0.0,0.0,1.0,0.0,12.0,,,,F99,
PRAYERS ON WINGS LLC,453594522,PRAYERS ON WINGS LLC,% C/O SHARLENE OSHIRO,1870 LUSITANA ST APT 305,HONOLULU,HI,96813-1566,0.0,3.0,3.0,1200.0,201203.0,1.0,15.0,0.0,1.0,1.0,202312.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,E86,SHARLENE OSHIRO MBR
PROJECT VISION HAWAII,272831637,PROJECT VISION HAWAII,% JOHN A KOJIMA,810 N VINEYARD BLVD,HONOLULU,HI,96817-3590,0.0,3.0,3.0,8000.0,201102.0,1.0,15.0,0.0,1.0,1.0,202312.0,6.0,7.0,1.0,0.0,12.0,4219133.0,6178251.0,6103760.0,H41,
PROVIDERS INSURANCE CORPORATION,710893000,PROVIDERS INSURANCE CORPORATION,% JESSICA LI,55 MERCHANT STREET 24TH FLOOR,HONOLULU,HI,96813-4333,0.0,3.0,3.0,1000.0,200308.0,1.0,17.0,0.0,1.0,1.0,202406.0,9.0,8.0,1.0,0.0,6.0,91711190.0,29869180.0,28631693.0,E112,
PUNA COMMUNITY MEDICAL CENTER FOUNDATION,711032510,PUNA COMMUNITY MEDICAL CENTER FOUNDATION,,15-2881 PAHOA VILLAGE ROAD,PAHOA,HI,96778-0000,0.0,3.0,3.0,1000.0,200803.0,1.0,15.0,0.0,1.0,1.0,202406.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,E30,
PUULU LAPAAU,205681336,PUULU LAPAAU,% S LARRY SCHLESINGER,200 N VINEYARD BLVD BLDG B,HONOLULU,HI,96817-3938,0.0,3.0,3.0,1000.0,200703.0,1.0,16.0,0.0,1.0,1.0,202312.0,4.0,4.0,1.0,0.0,12.0,496336.0,265344.0,265344.0,E86,
QUEEN EMMA LAND COMPANY,990183769,QUEEN EMMA LAND COMPANY,% SHARLYN CHENET,1301 PUNCHBOWL ST,HONOLULU,HI,96813-2413,0.0,3.0,3.0,1000.0,197811.0,1.0,17.0,602000000.0,1.0,1.0,202406.0,9.0,9.0,1.0,0.0,6.0,1083142375.0,959241889.0,135395099.0,E60,
QUEENS UNIVERSITY MEDICAL GROUP,880820406,QUEENS UNIVERSITY MEDICAL GROUP,% CLINTON YEE,1301 PUNCHBOWL ST,HONOLULU,HI,96813-2413,0.0,3.0,3.0,1000.0,202211.0,1.0,16.0,0.0,1.0,1.0,202406.0,9.0,9.0,1.0,0.0,6.0,161335125.0,148253405.0,148253405.0,E20,
RAINEE BARKHORN CHARITABLE FOUNDATION,990344432,RAINEE BARKHORN CHARITABLE FOUNDATION,% JOHN TYRRELL,CO 1118 ALA MOANA BLVD 1302,HONOLULU,HI,96814-0000,0.0,3.0,3.0,1000.0,200102.0,1.0,4.0,0.0,1.0,1.0,202312.0,3.0,2.0,0.0,1.0,12.0,39301.0,18110.0,,T20,
RECOVERY OF HAWAII,874698884,RECOVERY OF HAWAII,,78 PANAEWA ST,HILO,HI,96720-3833,0.0,3.0,3.0,1000.0,202403.0,1.0,16.0,0.0,1.0,1.0,,0.0,0.0,2.0,0.0,12.0,,,,F21,
REGIONAL SERVICE OFFICE OF HAWAII,990272647,REGIONAL SERVICE OFFICE OF HAWAII,% RONALD A KAWAHARA & CO CPAS INC,PO BOX 7669,HILO,HI,96720-8948,0.0,3.0,3.0,1000.0,200906.0,1.0,15.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,F21,
REGISTRY OF INTERPRETERS FOR THE DEAF,990239093,REGISTRY OF INTERPRETERS FOR THE DEAF,% STEPHEN PALMER,PO BOX 12200,HONOLULU,HI,96828-1200,3163.0,3.0,9.0,1200.0,198106.0,1.0,15.0,123124000.0,1.0,1.0,202406.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,,HAWAII RID
REHABILITATION HOSPITAL OF THE PACIFIC,510160156,REHABILITATION HOSPITAL OF THE PACIFIC,% KERIC CHANG,226 N KUAKINI ST,HONOLULU,HI,96817-2421,0.0,3.0,3.0,1000.0,197510.0,1.0,12.0,150160179.0,1.0,1.0,202309.0,9.0,9.0,1.0,0.0,9.0,83575100.0,56024398.0,52098230.0,E240,
REHABILITATION HOSPITAL OF THE PACIFIC FOUNDATION,990241634,REHABILITATION HOSPITAL OF THE PACIFIC FOUNDATION,% KERIC CHANG,226 NORTH KUAKINI STREET,HONOLULU,HI,96817-2498,0.0,3.0,3.0,1000.0,199410.0,1.0,15.0,927994000.0,1.0,1.0,202309.0,7.0,6.0,1.0,0.0,9.0,5239729.0,2507902.0,1864999.0,E112,
REID J K RICHARDS FOUNDATION INC,990342477,REID J K RICHARDS FOUNDATION INC,% ROBERTA M RICHARDS,PO BOX 61526,HONOLULU,HI,96839-1526,0.0,3.0,3.0,1000.0,200011.0,1.0,15.0,0.0,1.0,1.0,202312.0,4.0,3.0,1.0,0.0,12.0,274475.0,81809.0,48712.0,F60,
RESEARCH INSTITUTE FOR HAWAII USA,990355824,RESEARCH INSTITUTE FOR HAWAII USA,% PMB 2006,55 MERCHANT ST STE 1905,HONOLULU,HI,96813-4329,0.0,3.0,3.0,1000.0,200204.0,1.0,3.0,0.0,1.0,1.0,202312.0,2.0,4.0,0.0,1.0,12.0,11206.0,151000.0,,A23,
RESILIENT LIFE ORGANIZATION,933817183,RESILIENT LIFE ORGANIZATION,% ALICIA FU,1962 WAIMANO HOME RD,PEARL CITY,HI,96782-1468,0.0,3.0,3.0,1200.0,202312.0,1.0,4.0,0.0,5.0,1.0,202412.0,1.0,3.0,0.0,1.0,12.0,6425.0,31930.0,,F30,
RESTORATION WELLNESS,923772755,RESTORATION WELLNESS,,914 KAHENA ST,HONOLULU,HI,96825-1077,0.0,3.0,3.0,1000.0,202311.0,1.0,16.0,0.0,1.0,1.0,202312.0,1.0,2.0,2.0,0.0,12.0,104.0,18948.0,18948.0,E70,
RESTORING HEARTS INC,262020652,RESTORING HEARTS INC,% DEANNE DAY,68-1376 S PAUOA RD UNIT 7,KAMUELA,HI,96743-7787,1620.0,3.0,9.0,7000.0,196402.0,1.0,10.0,0.0,5.0,1.0,,0.0,0.0,6.0,0.0,12.0,,,,,
RIDRDWN,463423757,RIDRDWN,% KEVIN RUSSELL,1170 NUUANU AVE,HONOLULU,HI,96837-5601,0.0,3.0,3.0,1200.0,201407.0,1.0,16.0,0.0,1.0,1.0,202312.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,E99,RIDRDWN
ROAD RUNNERS CLUB OF AMERICA,844443708,ROAD RUNNERS CLUB OF AMERICA,% MARIAN M YASUDA,2507 MYRTLE ST,HONOLULU,HI,96816-3527,2702.0,3.0,9.0,1000.0,197603.0,2.0,15.0,300288000.0,5.0,1.0,202412.0,4.0,4.0,1.0,0.0,12.0,104314.0,136846.0,132259.0,,HURT INC
ROADS TO HOPE,272466262,ROADS TO HOPE,% GEORGE F RHOADES JR,98-084 KAMEHAMEHA HWY STE 306,AIEA,HI,96701-5124,0.0,3.0,3.0,1000.0,201103.0,1.0,15.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,E60,
ROBERT E BLACK MEMORIAL TRUST,996062458,ROBERT E BLACK MEMORIAL TRUST,% HAWAIIAN TRUST CO LTD TTEE,PO BOX 3170,HONOLULU,HI,96802-3170,0.0,3.0,3.0,1000.0,199112.0,1.0,17.0,602000000.0,2.0,1.0,202412.0,8.0,8.0,1.0,0.0,12.0,47461940.0,17004131.0,5990827.0,T900,
ROBERT AND BETTY WO FOUNDATION,990281956,ROBERT AND BETTY WO FOUNDATION,% ROBERT C WO,702 SOUTH BERETANIA STREET,HONOLULU,HI,96813-2599,0.0,3.0,3.0,1000.0,199010.0,1.0,4.0,602000000.0,1.0,1.0,202403.0,3.0,3.0,0.0,1.0,3.0,96498.0,37994.0,,,
ROGER B SHAMBAUGH PANCREATIC CANCER FOUNDATION,874251932,ROGER B SHAMBAUGH PANCREATIC CANCER FOUNDATION,,78 LAU NIU WAY,LAHAINA,HI,96761-5762,0.0,3.0,3.0,1000.0,202303.0,1.0,16.0,0.0,1.0,1.0,202312.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,H30,
RONALD MCDONALD HOUSE CHARITIES OF HAWAII INC,990222124,RONALD MCDONALD HOUSE CHARITIES OF HAWAII INC,,PO BOX 61777,HONOLULU,HI,96839-1777,0.0,3.0,3.0,1000.0,198311.0,1.0,15.0,320000000.0,1.0,1.0,202312.0,8.0,7.0,1.0,0.0,12.0,18820712.0,7052495.0,2623849.0,,
ROSE INITIATIVES INC,921361739,ROSE INITIATIVES INC,% LORENZO ALBALA,2069 MAUNA PL,HONOLULU,HI,96822-2501,0.0,3.0,3.0,1200.0,202306.0,1.0,16.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,E60,
RUSSIAN AA NORTH AMERICA,NOT FOUND,,,,,,,,,,,,,,,,,,,,,,,,,,,
S W WILCOX TRUST,996002547,S W WILCOX TRUST,% BANK OF HAWAII,PO BOX 3170,HONOLULU,HI,96802-3170,0.0,3.0,3.0,1200.0,194204.0,1.0,4.0,30602060.0,2.0,1.0,202312.0,6.0,6.0,0.0,1.0,12.0,4034342.0,1288988.0,,,
SOUNDING JOY MUSIC THERAPY INC,820569936,SOUNDING JOY MUSIC THERAPY INC,% KEIKO KAJIWARA,1314 S KING ST STE 963,HONOLULU,HI,96814-1944,0.0,3.0,3.0,1000.0,200305.0,1.0,15.0,0.0,1.0,1.0,202312.0,4.0,4.0,1.0,0.0,12.0,176651.0,153681.0,153681.0,E50,
STRAUB FOUNDATION,990109350,STRAUB FOUNDATION,% CHENWEI LI,55 MERCHANT STREET 26TH FLOOR,HONOLULU,HI,96813-4333,0.0,3.0,3.0,8000.0,196206.0,1.0,15.0,161180059.0,1.0,1.0,202406.0,8.0,7.0,1.0,0.0,6.0,38176600.0,9613080.0,9259452.0,H00Z,
SAFEHAUS FOUNDATION,923337253,SAFEHAUS FOUNDATION,% KEVIN MORAN,1441 KAPIOLANI BLVD STE 1114 640109,HONOLULU,HI,96814-4406,0.0,3.0,3.0,1000.0,202304.0,1.0,15.0,0.0,1.0,1.0,,0.0,0.0,2.0,0.0,12.0,,,,F60,
SAIN MAMAU,850685060,SAIN MAMAU,,758 KAPAHULU AVE STE 100 PMB -1099,HONOLULU,HI,96816-6099,0.0,3.0,3.0,1000.0,202005.0,1.0,15.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,E60,NEW LIFE VOYAGE
SAMARITAN COUNSELING CENTER HAWAII,990250073,SAMARITAN COUNSELING CENTER HAWAII,,1020 S BERETANIA ST,HONOLULU,HI,96814-1428,0.0,3.0,3.0,1000.0,199106.0,1.0,16.0,320000000.0,1.0,1.0,202312.0,4.0,5.0,1.0,0.0,12.0,387525.0,572528.0,551569.0,P46Z,
SCLERODERMA UNITED,NOT FOUND,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCOTTISH RITE FOUNDATION OF HAWAII AS A NONPROFIT CORP,990268160,SCOTTISH RITE FOUNDATION OF HAWAII AS A NONPROFIT CORP,,999 BISHOP ST STE 1400,HONOLULU,HI,96813-4438,0.0,3.0,3.0,1000.0,199409.0,1.0,4.0,31000000.0,1.0,1.0,202312.0,6.0,5.0,0.0,1.0,12.0,3655398.0,660099.0,,,SCOTTISH RITE DAY CARE CTR CH LANG
SEEDS OF SUCCESS INC,332759362,SEEDS OF SUCCESS INC,% JAMES FUJIMOTO,PO BOX 106,KEAAU,HI,96749-0106,0.0,3.0,3.0,1000.0,202504.0,1.0,16.0,0.0,1.0,1.0,,0.0,0.0,2.0,0.0,12.0,,,,F21,
SEEKING HARMONY - MAUI CENTENARIAN CLUB,821865090,SEEKING HARMONY - MAUI CENTENARIAN CLUB,% AFLRED HUANG,1087 S KIHEI RD,KIHEI,HI,96753-9145,0.0,3.0,3.0,1000.0,201712.0,1.0,15.0,0.0,1.0,1.0,202312.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,E50,
SELF-DISCOVERY THROUGH ART,471845769,SELF-DISCOVERY THROUGH ART,,22 KAIKUONO ST,HILO,HI,96720-1730,0.0,3.0,3.0,2000.0,201506.0,1.0,16.0,0.0,5.0,1.0,202312.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,F60,
SERVCO FOUNDATION,990248256,SERVCO FOUNDATION,% RUTH FUKUNAGA UEJIO,PO BOX 2788,HONOLULU,HI,96803-2788,0.0,3.0,3.0,1000.0,198706.0,1.0,4.0,39000000.0,1.0,1.0,202406.0,6.0,5.0,0.0,1.0,6.0,3986328.0,574218.0,,,
SEYMOUR TERRY TRUST,990092011,SEYMOUR TERRY TRUST,% HAWAIIAN TRUST CO LTD TRUSTEE,PO BOX 3170,HONOLULU,HI,96802-3170,0.0,92.0,3.0,1000.0,201601.0,0.0,0.0,0.0,0.0,12.0,202412.0,6.0,4.0,0.0,1.0,12.0,1903422.0,472656.0,,,BISHOP TRUST CO LTD TRUSTEE
SHDC NO 8 INC,990319052,SHDC NO 8 INC,% STEADFAST HOUSING DEVELOPMENT COR,888 IWILEI RD STE 250,HONOLULU,HI,96817-5926,0.0,3.0,3.0,1000.0,199504.0,1.0,16.0,995399000.0,1.0,1.0,202406.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,F330,
SHELTER OF WISDOM,261099859,SHELTER OF WISDOM,% CAROLINA JESUS,PO BOX 19112,HONOLULU,HI,96817-8112,0.0,3.0,3.0,1720.0,200807.0,1.0,16.0,0.0,1.0,1.0,202312.0,4.0,4.0,1.0,0.0,12.0,162920.0,156764.0,156764.0,F60,
SINGER FOUNDATION FOR THE ADVANCEMENT OF BIO-MEDICAL SCIENCE,223706394,SINGER FOUNDATION FOR THE ADVANCEMENT OF BIO-MEDICAL SCIENCE,,1330 ALA MOANA BLVD APT 1708,HONOLULU,HI,96814-4225,0.0,3.0,3.0,8000.0,200012.0,1.0,3.0,0.0,1.0,1.0,202312.0,3.0,1.0,0.0,1.0,12.0,33071.0,1537.0,,H80,
SJOGRENS AND LUPUS FOUNDATION OF HAWAII,473599580,SJOGRENS AND LUPUS FOUNDATION OF HAWAII,,2024 N KING ST STE 105,HONOLULU,HI,96819-3470,0.0,3.0,3.0,1000.0,201507.0,1.0,15.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,G80,
SK GIVES,933411077,SK GIVES,,4747 KILAUEA AVE STE 206,HONOLULU,HI,96816-5308,0.0,3.0,3.0,1000.0,202408.0,1.0,4.0,0.0,1.0,1.0,,0.0,0.0,0.0,1.0,12.0,,,,E60,
SLAY WELLNESS,991477124,SLAY WELLNESS,% TAMARA SLAY,200 N VINEYARD BLVD STE A325-1106,HONOLULU,HI,96817-3950,0.0,3.0,3.0,1200.0,202403.0,1.0,16.0,0.0,1.0,1.0,,0.0,0.0,1.0,0.0,12.0,,,,F30,
SMILES OF HAWAII DENTAL PROJECT,823930482,SMILES OF HAWAII DENTAL PROJECT,% MELANIE VALLEJOS,89 HOOKELE ST STE 203,KAHULUI,HI,96732-3532,0.0,3.0,3.0,1000.0,201803.0,1.0,15.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,E32,
SOCIETY FOR CRANIOFACIAL GENETICS AND DEVELOPMENTAL BIOLOGY INC,474124619,SOCIETY FOR CRANIOFACIAL GENETICS AND DEVELOPMENTAL BIOLOGY INC,,1001 BISHOP ST STE 2685A,HONOLULU,HI,96813-3404,0.0,3.0,3.0,1200.0,201907.0,1.0,15.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,H03,
SOCIETY OF GASTROENTEROLOGY NURSES AND ASSOCIATES INC,364234116,SOCIETY OF GASTROENTEROLOGY NURSES AND ASSOCIATES INC,% JUNE K TOM,1324 KINA ST,KAILUA,HI,96734-3724,3581.0,6.0,9.0,1000.0,199907.0,2.0,0.0,0.0,5.0,1.0,,0.0,0.0,2.0,0.0,12.0,,,,T70,HAWAII
SOPHIE OVEREND TRUST,996002371,SOPHIE OVEREND TRUST,% HAWAIIAN TRUST CO LTD-TTEE,PO BOX 3170,HONOLULU,HI,96802-3170,0.0,92.0,0.0,1000.0,0.0,0.0,4.0,0.0,0.0,12.0,202412.0,4.0,3.0,0.0,1.0,12.0,143324.0,28405.0,,,
SORIANO PHILIPPINE COMMUNITY HEALTH FOUNDATION,371606097,SORIANO PHILIPPINE COMMUNITY HEALTH FOUNDATION,% NO,98-1744 ULU ST,AIEA,HI,96701-1732,0.0,3.0,3.0,1000.0,201105.0,1.0,15.0,0.0,1.0,1.0,202406.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,E21,
SOUL SPOT NON-PROFIT INC,332737130,SOUL SPOT NON-PROFIT INC,,3417E POIPU RD STE 107,KOLOA,HI,96756-8528,0.0,3.0,3.0,1000.0,202501.0,1.0,16.0,0.0,1.0,1.0,,0.0,0.0,2.0,0.0,10.0,,,,E60,
SOUND MANDALA PEACE GARDEN INSPIRATION AND EDUCATION,384323740,SOUND MANDALA PEACE GARDEN INSPIRATION AND EDUCATION,,758 KAPAHULU AVE STE 922,HONOLULU,HI,96816-1196,0.0,3.0,3.0,1200.0,202501.0,1.0,16.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,F99,IN THE ART AND CULTURE
SOUTH PACIFIC CHARITABLE FOUNDATION,800667446,SOUTH PACIFIC CHARITABLE FOUNDATION,% PATRICK K LOO,808 FACTORY ST,HONOLULU,HI,96819-3370,0.0,3.0,3.0,1000.0,202106.0,1.0,15.0,0.0,5.0,1.0,202312.0,4.0,6.0,1.0,0.0,12.0,494555.0,1175200.0,1175200.0,P03,
SOUTHEASTERN RENAL FOUNDATION,472613935,SOUTHEASTERN RENAL FOUNDATION,% JENNA KRISHER,29 LAUKONA ST UNIT 2001,WAILUKU,HI,96793-3548,0.0,3.0,3.0,1000.0,201707.0,1.0,4.0,0.0,1.0,1.0,202309.0,6.0,1.0,0.0,1.0,9.0,4138534.0,1191.0,,E12,
SPENCER JOHNSON FAMILY FOUNDATION,016184578,SPENCER JOHNSON FAMILY FOUNDATION,% ACCUITY LLP,94-1037 LEIHAKU ST,WAIPAHU,HI,96797-5257,0.0,3.0,3.0,1000.0,200203.0,1.0,4.0,0.0,2.0,1.0,202312.0,4.0,3.0,0.0,1.0,12.0,456796.0,46327.0,,T21,
SPILL THE TEA CAFE,863755416,SPILL THE TEA CAFE,% HAYLIN DENNISON,47-283 HUI IWA ST APT A,KANEOHE,HI,96744-4359,0.0,3.0,0.0,1000.0,202204.0,1.0,15.0,0.0,0.0,1.0,202412.0,3.0,5.0,1.0,0.0,12.0,62304.0,683083.0,683083.0,,
